Question	 Annotator Answers	 Golden Answers	 tp	 fp	 fn	 pre	 rec	 f1
how much is the total population of  european union?	[1]	[510056011]	0	1	1	0.0	0.0	0.0
when was the founding date of french fifth republic?	[1958-10-04]	[1958-10-04]	1	0	0	1.0	1.0	1.0
Who are the founders of  BlaBlaCar?	[Frédéric Mazzella  Nicolas Brusson  Francis Nappez]	[Frédéric Mazzella  Nicolas Brusson  Francis Nappez]	1	0	0	1.0	1.0	1.0
Who are the founding fathers of united states?	[Annotation [uri=[http://es.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/Chiuri_kharka, http://cs.wikipedia.org/wiki/Nep%C3%A1l, http://dbpedia.org/resource/State_of_Nepal, http://ko.dbpedia.org/resource/%EB%84%A4%ED%8C%94, http://ja.wikipedia.org/wiki/%E3%83%8D%E3%83%91%E3%83%BC%E3%83%AB, http://de.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/Nepol, http://ko.dbpedia.org/resource/??, http://en.wikipedia.org/wiki/ISO_3166-1%3ANP, http://dbpedia.org/resource/Democratic_Republic_of_Nepal, http://en.wikipedia.org/wiki/Sanghiya_Lokt?ntrik_Ganatantra_Nep?l, http://it.wikipedia.org/wiki/Nepal, http://dbpedia.org/resource/????????_?????, http://en.wikipedia.org/wiki/Nepala, http://en.wikipedia.org/wiki/Republic_of_Nepal, http://es.wikipedia.org/wiki/Nepal, http://en.wikipedia.org/wiki/Nepali_Republic, http://pt.wikipedia.org/wiki/Nepal, http://eu.dbpedia.org/resource/Nepal, http://en.wikipedia.org/wiki/Zone_of_peace, http://pl.wikipedia.org/wiki/Nepal, http://cs.dbpedia.org/resource/Nepál, http://dbpedia.org/resource/Name_of_Nepal, http://dbpedia.org/resource/Sanghiya_Lokt%C4%81ntrik_Ganatantra_Nep%C4%81l, http://dbpedia.org/resource/Subdivisions_of_Nepal, http://el.dbpedia.org/resource/%CE%9D%CE%B5%CF%80%CE%AC%CE%BB, http://dbpedia.org/resource/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://dbpedia.org/resource/Crime_in_Nepal, http://cs.dbpedia.org/resource/Nep%C3%A1l, http://dbpedia.org/resource/ISO_3166-1:NP, http://dbpedia.org/resource/N?p?l_Adhir?jya, http://en.wikipedia.org/wiki/Federal_Republic_of_Nepal, http://dbpedia.org/resource/The_Kingdom_of_Nepal, http://ja.dbpedia.org/resource/????, http://dbpedia.org/resource/Sanghiya_Lokt?ntrik_Ganatantra_Nep?l, http://dbpedia.org/resource/Nepala, http://sw.cyc.com/concept/Mx4rvViuPZwpEbGdrcN5Y29ycA, http://sws.geonames.org/1282988/, http://d-nb.info/gnd/4041612-4, http://en.wikipedia.org/wiki/Nepal_Adhirajya, http://dbpedia.org/resource/States_of_Nepal, http://pl.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/Republic_of_nepal, http://en.wikipedia.org/wiki/Chiuri_kharka, http://dbpedia.org/resource/Zone_of_peace, http://ko.wikipedia.org/wiki/%EB%84%A4%ED%8C%94, http://en.wikipedia.org/wiki/People_of_Nepalese_origin, http://dbpedia.org/resource/Nepal_Adhirajya, http://dbpedia.org/resource/Federal_Republic_of_Nepal, http://fr.dbpedia.org/resource/N%C3%A9pal, http://en.wikipedia.org/wiki/????????_?????, http://id.wikipedia.org/wiki/Nepal, http://dbpedia.org/resource/Nepaul, http://dbpedia.org/resource/?????, http://en.wikipedia.org/wiki/Etymology_of_Nepal, http://en.wikipedia.org/wiki/Sanghiya_Lokt%C4%81ntrik_Ganatantra_Nep%C4%81l, http://en.wikipedia.org/wiki/%E0%A4%B8%E0%A4%82%E0%A4%98%E0%A5%80%E0%A4%AF_%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%95_%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://dbpedia.org/resource/Republic_of_Nepal, http://en.wikipedia.org/wiki/State_of_Nepal, http://en.wikipedia.org/wiki/Crime_in_Nepal, http://nl.wikipedia.org/wiki/Nepal, http://id.dbpedia.org/resource/Nepal, http://it.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%83, http://en.wikipedia.org/wiki/Nepol, http://dbpedia.org/resource/Nepali_Republic, http://dbpedia.org/resource/Napol, http://en.wikipedia.org/wiki/N?p?l_Adhir?jya, http://dbpedia.org/resource/ISO_3166-1%3ANP, http://en.wikipedia.org/wiki/Federal_Democratic_Republic_of_Nepal, http://yago-knowledge.org/resource/Nepal, http://openei.org/resources/Nepal, http://eu.wikipedia.org/wiki/Nepal, http://en.wikipedia.org/wiki/The_Kingdom_of_Nepal, http://linkedgeodata.org/triplify/node249399402, http://dbpedia.org/resource/Peace_zone, http://dbpedia.org/resource/FDRN, http://en.wikipedia.org/wiki/?????_????????????_????????_?????, http://rdf.freebase.com/ns/m.016zwt, http://worldbank.270a.info/classification/country/NP, http://en.wikipedia.org/wiki/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%83, http://fr.dbpedia.org/resource/Népal, http://www.wikidata.org/entity/Q837, http://en.wikipedia.org/wiki/Nepal, http://pt.dbpedia.org/resource/Nepal, http://eurostat.linked-statistics.org/dic/c_ctrl#NP, http://dbpedia.org/resource/?????, http://en.wikipedia.org/wiki/Name_of_Nepal, http://transparency.270a.info/classification/country/NP, http://ghodata/r6-c124, http://dbpedia.org/resource/?????_????????????_????????_?????, http://dbpedia.org/resource/Nepalese_Republic, http://en.wikipedia.org/wiki/Republic_of_nepal, http://en.wikipedia.org/wiki/NEPAL, http://dbpedia.org/resource/N%C4%93p%C4%81l_Adhir%C4%81jya, http://en.wikipedia.org/wiki/FDRN, http://wikidata.dbpedia.org/resource/Q837, http://en.wikipedia.org/wiki/?????, http://dbpedia.org/resource/Federal_Democratic_Republic_of_Nepal, http://en.wikipedia.org/wiki/ISO_3166-1:NP, http://dbpedia.org/resource/Etymology_of_Nepal, http://en.wikipedia.org/wiki/Nepalese_Republic, http://en.wikipedia.org/wiki/Democratic_Republic_of_Nepal, http://en.wikipedia.org/wiki/N%C4%93p%C4%81l_Adhir%C4%81jya, http://en.wikipedia.org/wiki/States_of_Nepal, http://en.wikipedia.org/wiki/Peace_zone, http://ko.wikipedia.org/wiki/??, http://dbpedia.org/resource/People_of_Nepalese_origin, http://dbpedia.org/resource/%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://en.wikipedia.org/wiki/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://en.wikipedia.org/wiki/Subdivisions_of_Nepal, http://en.wikipedia.org/wiki/%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://fr.wikipedia.org/wiki/N%C3%A9pal, http://www4.wiwiss.fu-berlin.de/factbook/resource/Nepal, http://nl.dbpedia.org/resource/Nepal, http://dbpedia.org/resource/NEPAL, http://el.dbpedia.org/resource/?????, http://ja.dbpedia.org/resource/%E3%83%8D%E3%83%91%E3%83%BC%E3%83%AB, http://fr.wikipedia.org/wiki/Népal, http://en.wikipedia.org/wiki/?????, http://dbpedia.org/resource/%E0%A4%B8%E0%A4%82%E0%A4%98%E0%A5%80%E0%A4%AF_%E0%A4%B2%E0%A5%8B%E0%A4%95%E0%A4%A4%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%95_%E0%A4%97%E0%A4%A3%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%A4%E0%A5%8D%E0%A4%B0_%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2, http://de.wikipedia.org/wiki/Nepal, http://en.wikipedia.org/wiki/Nepaul, http://ja.wikipedia.org/wiki/????, http://dbpedia.org/resource/Nepal, http://en.wikipedia.org/wiki/Napol, http://cs.wikipedia.org/wiki/Nepál]]]	[The Founding Fathers of the United States are the individuals of the Thirteen British Colonies in North America who led the American Revolution against the authority of the British Crown and established the United States of America. The term is also used more narrowly, referring specifically to those who either signed the Declaration of Independence in 1776 or who were delegates to the 1787 Constitutional Convention and took part in drafting the proposed Constitution of the United States. A further subset includes those who signed the Continental Association or the Articles of Confederation. During much of the 19th century, they were referred to as either the "Founders" or the "Fathers".]	0	1	1	0.0	0.0	0.0
how many foreigners speak German?	[3]	[as a foreign language: 75–100 million]	0	1	1	0.0	0.0	0.0
Where is the birthplace of Goethe?	[Annotation [uri=[http://en.wikipedia.org/wiki/Frankfurt_am_Main_%28Germany%29, http://dbpedia.org/resource/Frankfort-on-the-Main, http://dbpedia.org/resource/Portus_Francorum, http://dbpedia.org/resource/Frankfort-on-the-Maine, http://dbpedia.org/resource/Frankfort-am-Main, http://en.wikipedia.org/wiki/Frankfurt_(Main), http://cs.wikipedia.org/wiki/Frankfurt_nad_Mohanem, http://nl.wikipedia.org/wiki/Frankfurt_am_Main, http://en.wikipedia.org/wiki/Frankfurt_(state), http://pt.wikipedia.org/wiki/Frankfurt_am_Main, http://dbpedia.org/resource/Frankfurt-on-Main, http://en.wikipedia.org/wiki/Frankfort-on-the-Maine, http://es.wikipedia.org/wiki/Fr%C3%A1ncfort_del_Meno, http://linkedgeodata.org/triplify/node27418664, http://dbpedia.org/resource/Frankfurt_am_main, http://dbpedia.org/resource/Frankfurt_on_Main, http://it.wikipedia.org/wiki/Francoforte_sul_Meno, http://dbpedia.org/resource/Frankfurt_am_Main,_Hesse, http://en.wikipedia.org/wiki/Franfurt, http://it.dbpedia.org/resource/Francoforte_sul_Meno, http://dbpedia.org/resource/Frankfurt_am_Main,_Germany, http://fr.wikipedia.org/wiki/Francfort-sur-le-Main, http://sws.geonames.org/3220968/, http://dbpedia.org/resource/UN/LOCODE:DEFRA, http://en.wikipedia.org/wiki/Frankfurt_%28Main%29, http://en.wikipedia.org/wiki/Frankfort/Main, http://en.wikipedia.org/wiki/Frankfurt/Main, http://www.wikidata.org/entity/Q1794, http://en.wikipedia.org/wiki/Frankfurt%2C_Germany, http://dbpedia.org/resource/Frankfurt_am_Main%2C_Germany, http://dbpedia.org/resource/Franfurt, http://dbpedia.org/resource/Frankfurt%2C_Hesse, http://en.wikipedia.org/wiki/Frankfurt_am_Main,_Germany, http://rdf.freebase.com/ns/m.02z0j, http://dbpedia.org/resource/Frankfurt_am_Main, http://en.wikipedia.org/wiki/Frankfurt_am_main, http://el.dbpedia.org/resource/%CE%A6%CF%81%CE%B1%CE%B3%CE%BA%CF%86%CE%BF%CF%8D%CF%81%CF%84%CE%B7, http://de.dbpedia.org/resource/Frankfurt_am_Main, http://dbpedia.org/resource/Frankfurt,_Main, http://en.wikipedia.org/wiki/Frankfurt-on-the-Main, http://en.wikipedia.org/wiki/Frankfurt-on-Main, http://en.wikipedia.org/wiki/Frankfurt-Am-Main,_Germany, http://dbpedia.org/resource/Frankfurt_(state), http://en.wikipedia.org/wiki/Frankfurt,_Hesse, http://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%AF%E3%83%95%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%83%A0%E3%83%BB%E3%83%9E%E3%82%A4%E3%83%B3, http://en.wikipedia.org/wiki/Frankfurt_on_the_Main, http://ko.wikipedia.org/wiki/%ED%94%84%EB%9E%91%ED%81%AC%ED%91%B8%EB%A5%B4%ED%8A%B8%EC%95%94%EB%A7%88%EC%9D%B8, http://dbpedia.org/resource/Frankfurt_am_Main_(Germany), http://dbpedia.org/resource/Frankfurt,_Hesse, http://wikidata.dbpedia.org/resource/Q1794, http://fr.dbpedia.org/resource/Francfort-sur-le-Main, http://en.wikipedia.org/wiki/Frankfurt,_Germany, http://en.wikipedia.org/wiki/Frankfurt_a.M., http://en.wikipedia.org/wiki/Frankfurt,_Main, http://en.wikipedia.org/wiki/Frankfurt%E2%80%93am-Main, http://dbpedia.org/resource/Frankfurt_am_Main_%28Germany%29, http://dbpedia.org/resource/Frankfort-on-Main, http://es.dbpedia.org/resource/Fráncfort_del_Meno, http://ko.dbpedia.org/resource/%ED%94%84%EB%9E%91%ED%81%AC%ED%91%B8%EB%A5%B4%ED%8A%B8%EC%95%94%EB%A7%88%EC%9D%B8, http://en.wikipedia.org/wiki/Frankfort-on-Main, http://dbpedia.org/resource/Frankfurt_on_the_Main, http://dbpedia.org/resource/Frankfurt_(Main), http://en.wikipedia.org/wiki/Frankfurt, http://yago-knowledge.org/resource/Frankfurt, http://dbpedia.org/resource/Frankfurt/Main, http://cs.dbpedia.org/resource/Frankfurt_nad_Mohanem, http://el.dbpedia.org/resource/???????????, http://en.wikipedia.org/wiki/Portus_Francorum, http://dbpedia.org/resource/Frankfurt-Am-Main,_Germany, http://en.wikipedia.org/wiki/Frankfurt_am_Main%2C_Germany, http://dbpedia.org/resource/Frankfort/Main, http://en.wikipedia.org/wiki/Franckford, http://id.dbpedia.org/resource/Frankfurt_am_Main, http://dbpedia.org/resource/Frankfurt_am_Main%2C_Hesse, http://es.wikipedia.org/wiki/Fráncfort_del_Meno, http://en.wikipedia.org/wiki/UN/LOCODE%3ADEFRA, http://ja.dbpedia.org/resource/??????????????, http://dbpedia.org/resource/Frankfort_On_Main, http://en.wikipedia.org/wiki/Frankfurt_am_Main, http://de.wikipedia.org/wiki/Frankfurt_am_Main, http://dbpedia.org/resource/Frankfurt%2C_Germany, http://dbpedia.org/resource/Franckford, http://dbpedia.org/resource/Frankfurt-on-the-Main, http://dbpedia.org/resource/Frankfurt-Am-Main%2C_Germany, http://pl.dbpedia.org/resource/Frankfurt_nad_Menem, http://sws.geonames.org/6553153/, http://dbpedia.org/resource/Frankfurt%E2%80%93am-Main, http://nl.dbpedia.org/resource/Frankfurt_am_Main, http://dbpedia.org/resource/UN/LOCODE%3ADEFRA, http://en.wikipedia.org/wiki/UN/LOCODE:DEFRA, http://dbpedia.org/resource/Frankfurt,_Germany, http://dbpedia.org/resource/Frankfurt_%28Main%29, http://en.wikipedia.org/wiki/Frankfurt-Am-Main%2C_Germany, http://ja.dbpedia.org/resource/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%AF%E3%83%95%E3%83%AB%E3%83%88%E3%83%BB%E3%82%A2%E3%83%A0%E3%83%BB%E3%83%9E%E3%82%A4%E3%83%B3, http://en.wikipedia.org/wiki/Frankfort_on_the_Main, http://dbpedia.org/resource/Frankfurt_a.M., http://ja.wikipedia.org/wiki/??????????????, http://en.wikipedia.org/wiki/Frankfurt_am_Main_(Germany), http://pl.wikipedia.org/wiki/Frankfurt_nad_Menem, http://en.wikipedia.org/wiki/Frankfort-am-Main, http://sws.geonames.org/2925533/, http://en.wikipedia.org/wiki/Frankfort_On_Main, http://eu.dbpedia.org/resource/Frankfurt_am_Main, http://en.wikipedia.org/wiki/Frankfurt_%28state%29, http://dbpedia.org/resource/Frankfurt-am-Main, http://ko.dbpedia.org/resource/?????????, http://en.wikipedia.org/wiki/Frankfurt%2C_Main, http://en.wikipedia.org/wiki/Frankfurt_on_Main, http://ko.wikipedia.org/wiki/?????????, http://en.wikipedia.org/wiki/Frankfurt_am_Main%2C_Hesse, http://en.wikipedia.org/wiki/Frankfurt%2C_Hesse, http://dbpedia.org/resource/Frankfurt, http://en.wikipedia.org/wiki/Frankfort_on_Main, http://dbpedia.org/resource/Frankfort_on_the_Main, http://dbpedia.org/resource/Frankfurt%2C_Main, http://en.wikipedia.org/wiki/Frankfurt-am-Main, http://dbpedia.org/resource/Frankfurt-Am-Main, http://d-nb.info/gnd/4018118-2, http://dbpedia.org/resource/Frankfurt–am-Main, http://dbpedia.org/resource/Frankfort_on_Main, http://id.wikipedia.org/wiki/Frankfurt_am_Main, http://es.dbpedia.org/resource/Fr%C3%A1ncfort_del_Meno, http://en.wikipedia.org/wiki/Frankfort-on-the-Main, http://en.wikipedia.org/wiki/Frankfurt_am_Main,_Hesse, http://pt.dbpedia.org/resource/Frankfurt_am_Main, http://en.wikipedia.org/wiki/Frankfurt-Am-Main, http://dbpedia.org/resource/Frankfurt_%28state%29, http://eu.wikipedia.org/wiki/Frankfurt_am_Main, http://en.wikipedia.org/wiki/Frankfurt–am-Main]]]	[Annotation [uri=[http://dbpedia.org/resource/Holy_Roman_Empire]], Annotation [uri=[http://dbpedia.org/resource/Frankfurt]], Annotation [uri=[http://dbpedia.org/resource/Frankfurt-am-Main]]]	1	0	2	1.0	0.3333333333333333	0.5
Where is the origin of Carolina reaper?	[Annotation [uri=[http://pl.wikipedia.org/wiki/Fort_Mill, http://rdf.freebase.com/ns/m.0_nw4, http://fr.wikipedia.org/wiki/Fort_Mill_(Caroline_du_Sud), http://dbpedia.org/resource/Fort_Mill,_South_Carolina, http://pl.dbpedia.org/resource/Fort_Mill, http://fr.dbpedia.org/resource/Fort_Mill_%28Caroline_du_Sud%29, http://es.dbpedia.org/resource/Fort_Mill, http://en.wikipedia.org/wiki/Fort_Mill_Township,_South_Carolina, http://dbpedia.org/resource/Ft._Mill%2C_South_Carolina, http://yago-knowledge.org/resource/Fort_Mill%2C_South_Carolina, http://dbpedia.org/resource/Ft._Mill, http://pt.dbpedia.org/resource/Fort_Mill, http://en.wikipedia.org/wiki/Fort_Mill%2C_SC, http://en.wikipedia.org/wiki/Ft._Mill%2C_South_Carolina, http://dbpedia.org/resource/Fort_Mill%2C_SC, http://nl.wikipedia.org/wiki/Fort_Mill, http://www.wikidata.org/entity/Q2291273, http://en.wikipedia.org/wiki/Ft._Mill,_South_Carolina, http://en.wikipedia.org/wiki/Fort_Mill,_SC, http://sws.geonames.org/4578977/, http://linkedgeodata.org/triplify/node154050011, http://en.wikipedia.org/wiki/Fort_Mill,_South_Carolina, http://dbpedia.org/resource/Fort_Mill_Township,_South_Carolina, http://en.wikipedia.org/wiki/UN/LOCODE%3AUSFML, http://dbpedia.org/resource/Fort_Mill, http://dbpedia.org/resource/UN/LOCODE:USFML, http://it.wikipedia.org/wiki/Fort_Mill, http://en.wikipedia.org/wiki/Ft._Mill, http://fr.wikipedia.org/wiki/Fort_Mill_%28Caroline_du_Sud%29, http://yago-knowledge.org/resource/Fort_Mill,_South_Carolina, http://dbpedia.org/resource/UN/LOCODE%3AUSFML, http://it.dbpedia.org/resource/Fort_Mill, http://en.wikipedia.org/wiki/Fort_Mill_Township%2C_South_Carolina, http://es.wikipedia.org/wiki/Fort_Mill, http://dbpedia.org/resource/Fort_Mill_Township%2C_South_Carolina, http://en.wikipedia.org/wiki/Fort_Mill, http://yago-knowledge.org/resource/Fort_Mill, http://fr.dbpedia.org/resource/Fort_Mill_(Caroline_du_Sud), http://wikidata.dbpedia.org/resource/Q2291273, http://nl.dbpedia.org/resource/Fort_Mill, http://dbpedia.org/resource/Fort_Mill,_SC, http://en.wikipedia.org/wiki/Fort_Mill%2C_South_Carolina, http://dbpedia.org/resource/Fort_Mill%2C_South_Carolina, http://en.wikipedia.org/wiki/UN/LOCODE:USFML, http://dbpedia.org/resource/Ft._Mill,_South_Carolina, http://pt.wikipedia.org/wiki/Fort_Mill]]]	[The Carolina Reaper, originally named the HP22B, is a cultivar of chili pepper of the Capsicum chinense species. It is red and has a gnarled, lumpy pod with a tail like a scythe. As of 2013, Guinness has dubbed it as the hottest chilli in the world, surpassing the previous record holder, the Trinidad Scorpion "Butch T".]	0	1	1	0.0	0.0	0.0
How much is the population of mexico city ?	[2]	[8918653]	0	1	1	0.0	0.0	0.0
what is the nick name of Baghdad?	['The City of Peace'@en]	['The City of Peace']	0	1	1	0.0	0.0	0.0
Who is the novelist of the work a song of ice and fire?	[Annotation [uri=[http://dbpedia.org/resource/G.R.R_Martin, http://en.wikipedia.org/wiki/George_R._R._Martin_(novelist), http://en.wikipedia.org/wiki/George_R._R._Martin_%28novelist%29, http://dbpedia.org/resource/George_Raymond_Martin, http://ko.dbpedia.org/resource/??_R._R._??, http://dbpedia.org/resource/GRR_Martin, http://dbpedia.org/resource/G._R._R._Martin, http://de.dbpedia.org/resource/George_R._R._Martin, http://dbpedia.org/resource/GRRM, http://en.wikipedia.org/wiki/George_R.R._Martin, http://dbpedia.org/resource/George_RR_Martin, http://dbpedia.org/resource/George_r.r._martin, http://pt.wikipedia.org/wiki/George_R._R._Martin, http://dbpedia.org/resource/George_R._R._Martin, http://dbpedia.org/resource/Martin%2C_George_RR, http://en.wikipedia.org/wiki/GRRM, http://dbpedia.org/resource/George_R_R_Martin, http://el.dbpedia.org/resource/%CE%A4%CE%B6%CF%89%CF%81%CF%84%CE%B6_%CE%A1._%CE%A1._%CE%9C%CE%AC%CF%81%CF%84%CE%B9%CE%BD, http://dbpedia.org/resource/G.R._R._Martin, http://ja.wikipedia.org/wiki/?????R?R??????, http://dbpedia.org/resource/G_R._R._Martin, http://ja.dbpedia.org/resource/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBR%E3%83%BBR%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3, http://en.wikipedia.org/wiki/G.R.R_Martin, http://d-nb.info/gnd/123619025, http://en.wikipedia.org/wiki/GRR_Martin, http://dbpedia.org/resource/G.R.R._Martin, http://yago-knowledge.org/resource/George_R._R._Martin, http://ko.dbpedia.org/resource/%EC%A1%B0%EC%A7%80_R._R._%EB%A7%88%ED%8B%B4, http://dbpedia.org/resource/Martin%2C_George_R.R., http://de.wikipedia.org/wiki/George_R._R._Martin, http://pt.dbpedia.org/resource/George_R._R._Martin, http://en.wikipedia.org/wiki/George_R._Martin, http://en.wikipedia.org/wiki/George_r.r._martin, http://dbpedia.org/resource/George_rr_martin, http://dbpedia.org/resource/George_R.R._Martin, http://en.wikipedia.org/wiki/Martin%2C_George_R.R., http://www.wikidata.org/entity/Q181677, http://en.wikipedia.org/wiki/G_R._R._Martin, http://es.wikipedia.org/wiki/George_R._R._Martin, http://en.wikipedia.org/wiki/George_RR_Martin, http://eu.wikipedia.org/wiki/George_R._R._Martin, http://it.wikipedia.org/wiki/George_R._R._Martin, http://el.dbpedia.org/resource/??????_?._?._??????, http://dbpedia.org/resource/Martin,_George_R._R, http://nl.wikipedia.org/wiki/George_R.R._Martin, http://sw.cyc.com/concept/Mx4rquCWOx6_Rpah3dftb5MFhQ, http://en.wikipedia.org/wiki/G._R._R_Martin, http://dbpedia.org/resource/Not_a_Blog, http://rdf.freebase.com/ns/m.03772, http://ko.wikipedia.org/wiki/%EC%A1%B0%EC%A7%80_R._R._%EB%A7%88%ED%8B%B4, http://dbpedia.org/resource/G_R_R_Martin, http://dbpedia.org/resource/Martin%2C_George_R._R, http://dbpedia.org/resource/George_R._R._Martin_%28novelist%29, http://pl.wikipedia.org/wiki/George_R.R._Martin, http://en.wikipedia.org/wiki/George_Raymond_Richard_Martin, http://fr.wikipedia.org/wiki/George_R._R._Martin, http://en.wikipedia.org/wiki/Martin,_George_R._R, http://en.wikipedia.org/wiki/George_R._R._Martin, http://en.wikipedia.org/wiki/Not_a_Blog, http://en.wikipedia.org/wiki/George_R_R_Martin, http://en.wikipedia.org/wiki/Martin%2C_George_RR, http://dbpedia.org/resource/George_R._Martin, http://ko.wikipedia.org/wiki/??_R._R._??, http://en.wikipedia.org/wiki/G_R_R_Martin, http://en.wikipedia.org/wiki/George_rr_martin, http://it.dbpedia.org/resource/George_R._R._Martin, http://en.wikipedia.org/wiki/Martin%2C_George_R._R, http://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%BC%E3%82%B8%E3%83%BBR%E3%83%BBR%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3, http://nl.dbpedia.org/resource/George_R.R._Martin, http://dbpedia.org/resource/G._R._R_Martin, http://en.wikipedia.org/wiki/Martin,_George_R.R., http://en.wikipedia.org/wiki/Martin,_George_RR, http://pl.dbpedia.org/resource/George_R.R._Martin, http://dbpedia.org/resource/George_R._R._Martin_(novelist), http://en.wikipedia.org/wiki/G.R.R._Martin, http://eu.dbpedia.org/resource/George_R._R._Martin, http://fr.dbpedia.org/resource/George_R._R._Martin, http://wikidata.dbpedia.org/resource/Q181677, http://en.wikipedia.org/wiki/G.R._R._Martin, http://en.wikipedia.org/wiki/G._R._R._Martin, http://es.dbpedia.org/resource/George_R._R._Martin, http://cs.wikipedia.org/wiki/George_R._R._Martin, http://dbpedia.org/resource/Martin,_George_RR, http://en.wikipedia.org/wiki/George_Raymond_Martin, http://dbpedia.org/resource/George_Raymond_Richard_Martin, http://dbpedia.org/resource/Martin,_George_R.R., http://cs.dbpedia.org/resource/George_R._R._Martin, http://ja.dbpedia.org/resource/?????R?R??????]]]	[Annotation [uri=[http://dbpedia.org/resource/George_R._R._Martin]]]	1	0	0	1.0	1.0	1.0
What is the percentage of area water in Brazil?	[]	[0.65]	0	0	1	0.0	0.0	0.0
how much is the population  Iraq?	[1]	[37056169]	0	1	1	0.0	0.0	0.0
What is the Sicilian pizza?	[]	[Sicilian pizza is pizza prepared in a manner that originated in Sicily, Italy. In the United States, the phrase Sicilian pizza is often synonymous with thick-crust or deep-dish pizza derived from the Sicilian sfincione [sfi??t?o?ne].]	0	0	1	0.0	0.0	0.0
What is the population of Cairo?	[20439541]	[10230350]	0	1	1	0.0	0.0	0.0
how much is the population densty rank of germany?	[1]	[58]	0	1	1	0.0	0.0	0.0
